,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_desc,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count.1,start,end,event,two_year_recid,length_of_stay,length_of_stay.1,length_of_stay.2
1403,0,2,1,0,4,0,0,2,22,1,1,1,9,0,0,4,0,0,3,0,2,0,10,1,1,0,3,0
1402,0,2,0,0,8,0,0,3,22,1,0,1,2,1,0,8,2,0,6,1,3,0,4,1,1,0,0,0
1401,0,3,0,0,1,0,0,0,22,1,0,1,124,0,0,1,0,0,2,0,0,0,13,1,1,0,1,0
1400,1,3,0,0,10,0,0,14,22,1,0,1,64,1,0,10,2,0,3,0,14,0,2,0,1,0,6,0
1396,0,3,1,0,2,0,0,0,22,1,0,1,13,1,0,2,0,0,1,0,0,0,7,1,1,0,1,1
1391,0,4,0,0,1,0,0,4,22,1,0,1,12,0,0,1,0,0,1,0,4,0,11,1,1,0,0,0
2231,0,3,0,0,4,0,0,5,22,1,0,1,155,0,0,4,0,0,3,0,5,0,30,1,1,0,0,0
1389,0,5,1,0,1,0,0,2,22,1,1,1,96,0,0,1,0,0,1,0,2,0,3,1,1,0,0,0
1388,0,2,0,0,4,0,2,0,22,1,0,1,8,1,0,4,0,0,7,1,0,0,10,0,0,0,0,0
1386,0,3,0,0,7,0,0,16,4,1,1,1,32,0,0,7,1,0,3,0,16,0,15,1,1,0,3,0
1379,0,2,0,0,9,1,1,2,22,1,0,1,62,0,0,9,2,0,7,1,2,0,14,1,1,0,0,0
1374,0,2,0,0,7,0,0,0,22,1,0,1,123,0,0,7,1,0,5,1,0,0,0,1,1,0,0,0
1371,0,2,0,0,4,0,1,2,22,1,0,1,68,0,0,4,0,0,5,1,2,0,25,0,1,0,0,0
1370,0,3,1,0,2,0,0,10,21,1,0,1,4,0,0,2,0,0,2,0,10,0,5,1,1,0,0,0
1365,0,5,1,0,1,0,0,0,22,1,0,1,122,0,0,1,0,0,1,0,0,0,75,0,0,0,0,0
1349,0,3,0,0,9,0,0,11,22,1,1,1,52,0,0,9,2,0,5,1,11,0,9,0,1,0,0,0
1341,0,3,0,0,2,0,0,1,22,1,0,1,30,0,0,2,0,0,2,0,1,0,10,1,1,0,0,0
1338,0,2,0,0,7,0,1,0,22,1,0,1,9,0,0,7,1,0,6,1,0,0,0,1,1,0,1,0
1441,0,3,0,0,7,0,0,2,22,1,0,1,2,1,0,7,1,0,5,1,2,0,27,1,1,0,0,0
1449,0,5,0,0,4,0,0,15,22,1,1,1,18,0,0,4,0,0,3,0,15,0,29,0,1,0,0,0
1450,0,6,1,0,2,0,0,3,22,1,1,1,96,1,0,2,0,0,1,0,3,0,2,0,1,0,0,0
1454,0,3,1,1,6,0,0,2,22,1,1,1,17,0,0,6,1,0,6,1,2,0,34,1,1,0,0,0
1549,0,2,0,0,9,1,3,14,22,1,0,1,21,0,0,9,2,0,8,2,14,0,0,1,1,0,1,0
1537,0,5,1,0,1,0,0,6,22,1,0,1,32,0,0,1,0,0,1,0,6,0,0,1,1,0,0,0
1536,0,2,0,0,3,0,0,0,22,1,1,1,18,0,0,3,0,0,6,1,0,0,37,1,1,0,0,0
1532,0,3,0,0,10,0,0,7,22,1,1,1,17,0,0,10,2,0,10,2,7,0,11,1,1,0,0,0
1525,0,2,0,2,9,0,0,2,22,1,0,1,53,0,0,9,2,0,7,1,2,0,11,0,1,0,22,0
1519,0,4,0,4,9,0,1,14,22,1,0,1,82,0,0,9,2,0,4,0,14,0,27,1,1,0,7,1
1515,0,3,0,0,6,0,0,7,22,1,1,1,19,1,0,6,1,0,7,1,7,0,25,0,1,0,0,2
1514,1,2,0,0,4,0,1,0,22,1,0,1,118,0,0,4,0,0,4,0,0,0,31,1,1,0,0,0
1513,0,2,1,0,5,0,0,0,22,1,0,1,53,0,0,5,1,0,6,1,0,0,5,1,1,0,0,0
1507,1,2,0,0,6,0,0,0,22,1,0,1,131,0,0,6,1,0,5,1,0,0,4,1,1,0,1,0
1502,0,5,1,0,6,0,0,13,22,1,0,1,59,0,0,6,1,0,7,1,13,0,1,1,1,0,1,0
1501,0,2,1,0,7,0,0,4,22,1,0,1,0,0,0,7,1,0,4,0,4,0,23,1,1,0,0,0
1500,0,2,1,0,8,0,0,5,21,1,0,1,15,1,0,8,2,0,8,2,5,0,14,1,1,0,18,0
1494,1,2,1,0,10,2,1,3,22,1,1,1,2,1,0,10,2,0,8,2,3,0,2,0,1,0,0,0
1493,0,3,0,1,9,0,1,12,22,1,1,1,54,0,0,9,2,0,10,2,12,0,13,1,1,0,0,0
1489,0,2,0,0,10,0,0,8,22,1,1,1,130,1,0,10,2,0,10,2,8,0,1,0,1,0,3,0
1487,0,2,0,0,1,0,0,0,22,1,1,1,100,0,0,1,0,0,3,0,0,0,2,1,1,0,2,0
1484,0,6,1,0,1,0,0,0,22,1,1,1,13,0,0,1,0,0,1,0,0,0,13,1,1,0,0,0
1475,0,2,0,0,3,0,0,0,22,1,1,1,128,0,0,3,0,0,4,0,0,0,1,1,1,0,0,0
1472,1,2,1,0,6,0,0,0,22,1,0,1,10,1,0,6,1,0,6,1,0,0,9,1,1,0,0,0
1469,0,3,0,1,10,0,2,15,22,1,0,1,10,0,0,10,2,0,8,2,15,0,1,1,1,0,0,16
1463,0,2,0,0,9,0,0,5,22,1,0,1,8,0,0,9,2,0,7,1,5,0,5,1,1,0,0,0
1457,0,2,1,0,8,0,0,3,22,1,0,1,36,0,0,8,2,0,6,1,3,0,18,1,1,0,0,0
1328,0,2,0,0,5,0,0,6,14,1,1,1,9,0,0,5,1,0,4,0,6,0,22,1,1,0,0,0
1320,0,2,0,0,4,0,0,0,22,1,0,1,8,0,0,4,0,0,3,0,0,0,8,0,1,0,0,0
1315,0,2,0,0,2,0,0,4,22,1,0,1,54,0,0,2,0,0,2,0,4,0,20,1,1,0,29,7
1151,0,3,1,0,5,0,0,4,22,1,0,1,12,0,0,5,1,0,2,0,4,0,35,1,1,0,5,1
1144,0,2,1,0,3,0,0,0,22,1,0,1,108,0,0,3,0,0,5,1,0,0,30,1,1,0,0,0
1125,0,2,0,0,9,1,0,11,22,1,0,1,25,1,0,9,2,0,8,2,11,0,12,1,1,0,16,4
1124,0,3,0,0,6,0,0,5,22,1,0,1,62,0,0,6,1,0,7,1,5,0,12,1,1,0,0,0
1122,0,4,0,0,6,0,0,9,22,1,0,1,107,1,0,6,1,0,2,0,9,0,0,1,1,0,5,1
1119,0,3,1,0,2,0,0,0,22,1,1,1,10,0,0,2,0,0,1,0,0,0,66,1,0,0,0,0
1118,0,3,0,0,9,0,1,12,22,1,1,1,13,0,0,9,2,0,7,1,12,0,12,1,1,0,1,0
1116,0,3,0,0,5,0,0,4,22,1,1,1,2,1,0,5,1,0,6,1,4,0,5,1,1,0,0,0
1114,1,4,1,0,1,0,0,0,31,1,1,1,106,0,0,1,0,0,1,0,0,0,11,0,1,0,0,0
1113,0,3,0,0,9,0,0,16,22,1,0,1,105,0,0,9,2,0,3,0,16,0,26,1,1,0,0,0
1112,0,2,0,0,8,0,0,3,26,1,0,1,9,0,0,8,2,0,7,1,3,0,4,0,1,0,5,0
1111,0,2,0,0,3,0,0,0,22,1,1,1,8,0,0,3,0,0,4,0,0,0,23,1,1,0,0,0
1104,0,5,1,0,1,0,0,3,22,1,1,1,18,0,0,1,0,0,1,0,3,0,25,1,1,0,0,0
1102,1,2,0,0,5,0,0,3,22,1,0,1,18,1,0,5,1,0,3,0,3,0,1,1,1,0,0,0
1101,0,2,0,0,6,0,0,0,22,1,0,1,8,0,0,6,1,0,5,1,0,0,11,1,1,0,0,0
1099,1,3,0,0,7,0,0,4,37,2,1,1,53,1,0,7,1,0,6,1,4,0,19,1,1,0,0,0
1090,0,2,0,0,6,0,0,1,22,1,0,1,2,1,0,6,1,0,6,1,1,0,24,0,1,0,3,0
1087,0,2,1,0,5,0,0,0,22,1,1,1,8,0,0,5,1,0,6,1,0,0,2,1,1,0,0,0
1078,0,2,0,0,2,0,2,1,22,1,1,1,42,1,0,2,0,0,4,0,1,0,34,1,1,0,0,0
1063,0,3,0,0,10,0,0,8,22,1,0,1,8,0,0,10,2,0,5,1,8,0,0,1,1,0,8,2
1062,0,4,1,0,3,0,0,1,22,1,0,1,2,1,0,3,0,0,1,0,1,0,47,1,1,0,8,2
1058,0,2,0,0,3,0,0,0,22,1,0,1,36,0,0,3,0,0,3,0,0,0,22,1,1,0,0,0
1057,0,2,0,0,10,0,0,0,22,1,0,1,18,1,0,10,2,0,9,2,0,0,4,1,1,0,0,0
1047,1,2,0,0,7,0,0,4,22,1,0,1,65,0,0,7,1,0,5,1,4,0,14,1,1,0,5,1
1148,1,5,1,0,2,0,0,1,18,1,0,1,2,1,0,2,0,0,1,0,1,0,20,1,1,0,0,0
1156,0,2,0,0,3,0,0,0,22,1,0,1,109,0,0,3,0,0,5,1,0,0,9,1,1,0,2,0
1307,0,3,0,0,4,0,0,4,22,1,1,1,18,0,0,4,0,0,2,0,4,0,20,1,1,0,0,0
1159,0,2,0,0,9,0,0,0,22,1,0,1,9,0,0,9,2,0,9,2,0,0,3,0,1,0,19,0
1302,0,2,1,0,10,0,0,7,22,1,1,1,75,1,0,10,2,0,7,1,7,0,4,1,1,0,1,0
1301,0,2,1,0,7,0,0,0,22,1,0,1,12,0,0,7,1,0,3,0,0,0,5,1,1,0,0,0
1299,0,4,0,0,1,0,0,7,22,1,0,1,118,0,0,1,0,0,1,0,7,0,31,1,1,0,0,0
1283,0,2,1,0,8,0,0,2,22,1,0,1,11,0,0,8,2,0,4,0,2,0,2,1,1,0,0,0
1281,0,2,0,0,2,0,0,1,22,1,1,1,13,0,0,2,0,0,3,0,1,0,9,1,1,0,0,0
1279,0,3,1,0,1,0,0,1,22,1,1,1,5,0,0,1,0,0,1,0,1,0,42,1,1,0,0,0
1278,0,3,0,0,2,0,0,1,22,1,0,1,117,0,0,2,0,0,3,0,1,0,11,1,1,0,0,0
1269,0,2,1,0,2,0,0,0,22,1,0,1,8,0,0,2,0,0,5,1,0,0,18,1,1,0,0,0
1265,0,2,0,0,5,0,0,0,22,1,1,1,12,0,0,5,1,0,5,1,0,0,9,1,1,0,0,0
1263,0,3,0,0,3,0,0,4,22,1,0,1,17,0,0,3,0,0,4,0,4,0,18,1,1,0,0,0
1251,0,5,1,0,1,0,0,3,22,1,0,1,8,0,0,1,0,0,1,0,3,0,15,0,1,0,0,0
1249,0,2,1,0,10,0,0,0,22,1,1,1,116,0,0,10,2,0,9,2,0,0,1,1,1,0,2,0
1244,1,4,1,0,1,0,0,0,22,1,0,1,5,0,0,1,0,0,1,0,0,0,9,1,1,0,2,0
1239,0,2,0,0,2,0,0,0,22,1,1,1,32,0,0,2,0,0,3,0,0,0,4,1,1,0,0,0
1231,1,4,0,0,1,0,0,0,24,1,1,1,2,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0
1230,0,2,0,0,10,8,1,8,22,1,0,1,65,1,0,10,2,0,8,2,8,0,0,0,1,0,0,0
1222,1,2,0,0,8,0,0,2,22,1,0,1,9,0,0,8,2,0,8,2,2,0,37,1,1,0,1,0
1214,0,2,0,0,2,0,0,0,22,1,1,1,113,0,0,2,0,0,2,0,0,0,4,1,1,0,0,0
1193,0,2,0,0,10,0,0,0,22,1,1,1,9,1,0,10,2,0,10,2,0,0,1,1,1,0,1,0
1172,1,2,0,0,9,0,0,3,22,1,0,1,111,1,0,9,2,0,6,1,3,0,40,1,1,0,1,0
1171,0,2,0,0,3,0,0,0,22,1,0,1,32,0,0,3,0,0,6,1,0,0,60,1,1,0,0,0
1167,0,2,0,0,8,0,0,9,22,1,0,1,30,0,0,8,2,0,4,0,9,0,1,1,1,0,0,0
1164,0,4,0,2,9,1,0,9,22,1,1,1,9,0,0,9,2,0,5,1,9,0,80,1,0,0,0,0
1555,0,2,0,0,4,0,0,0,22,1,1,1,8,0,0,4,0,0,3,0,0,0,0,1,1,0,1,0
1556,0,2,1,0,8,0,0,0,22,1,0,1,20,1,0,8,2,0,10,2,0,0,12,1,1,0,0,0
1562,0,4,1,0,5,0,0,2,22,1,0,1,5,0,0,5,1,0,3,0,2,0,12,1,1,0,2,0
2078,1,2,0,0,8,0,0,0,22,1,1,1,18,0,0,8,2,0,4,0,0,0,7,1,1,0,0,0
2069,0,2,0,0,6,0,0,1,22,1,0,1,8,0,0,6,1,0,6,1,1,0,0,1,1,0,0,0
2064,0,3,0,0,2,1,0,4,20,1,0,1,54,0,0,2,0,0,1,0,4,0,10,1,1,0,0,0
2060,0,3,0,0,3,0,0,0,22,1,0,1,140,1,0,3,0,0,2,0,0,0,43,1,1,0,0,0
2057,0,2,1,0,8,0,0,6,27,1,0,1,51,0,0,8,2,0,5,1,6,0,6,0,1,0,16,0
2054,0,4,1,0,8,0,0,2,22,1,1,1,2,1,0,8,2,0,5,1,2,0,16,0,0,0,0,0
2051,0,2,0,0,4,0,0,1,22,1,1,1,2,1,0,4,0,0,6,1,1,0,18,1,1,0,0,0
2049,0,4,0,0,5,0,0,8,22,1,0,1,18,0,0,5,1,0,2,0,8,0,12,0,1,0,0,0
2046,0,4,1,0,4,0,1,2,22,1,1,1,151,0,0,4,0,0,1,0,2,0,67,1,0,0,0,0
2044,0,2,0,0,4,0,0,2,22,1,1,1,150,0,0,4,0,0,3,0,2,0,55,0,0,0,0,0
2043,0,2,0,0,6,0,0,3,22,1,0,1,80,0,0,6,1,0,5,1,3,0,19,1,1,0,0,0
2027,0,3,0,0,7,0,0,2,22,1,0,1,29,0,0,7,1,0,3,0,2,0,3,1,1,0,0,0
2016,0,2,0,0,10,1,0,13,22,1,1,1,37,0,0,10,2,0,9,2,13,0,0,1,1,0,7,0
2004,0,3,1,0,3,0,0,0,22,1,1,1,2,1,0,3,0,0,1,0,0,0,51,1,1,0,0,0
1996,0,3,0,0,6,0,0,5,22,1,0,1,8,0,0,6,1,0,4,0,5,0,78,1,0,0,0,0
1984,0,4,1,0,1,0,0,1,22,1,1,1,149,0,0,1,0,0,1,0,1,0,42,1,1,0,0,0
1983,0,2,0,0,7,0,1,1,22,1,0,1,18,0,0,7,1,0,8,2,1,0,53,1,1,0,0,0
1970,0,5,0,0,3,0,0,4,22,1,0,1,5,0,0,3,0,0,1,0,4,0,17,1,1,0,2,0
1961,0,3,0,0,5,0,0,5,22,1,1,1,38,0,0,5,1,0,5,1,5,0,9,0,0,0,0,0
1956,0,5,1,0,1,0,0,3,22,1,1,1,2,1,0,1,0,0,1,0,3,0,18,0,1,0,1,0
1938,0,2,1,0,5,0,0,0,22,1,0,1,59,0,0,5,1,0,9,2,0,0,6,1,1,0,1,0
1934,0,2,0,0,8,0,0,8,22,1,0,1,32,0,0,8,2,0,5,1,8,0,11,1,1,0,8,2
1928,0,3,0,0,5,0,0,7,22,1,0,1,8,0,0,5,1,0,3,0,7,0,15,1,1,0,0,0
1927,0,2,0,0,3,0,0,0,22,1,0,1,17,0,0,3,0,0,4,0,0,0,13,1,1,0,0,0
2075,0,2,1,0,2,0,0,0,22,1,0,1,94,0,0,2,0,0,5,1,0,0,0,1,1,0,1,0
2079,0,2,0,0,5,0,0,0,22,1,0,1,54,1,0,5,1,0,8,2,0,0,8,1,1,0,0,0
1904,0,2,0,0,5,0,0,1,22,1,1,1,145,1,0,5,1,0,5,1,1,0,54,1,1,0,0,0
2080,0,5,1,0,1,0,0,1,22,1,1,1,14,0,0,1,0,0,1,0,1,0,19,1,1,0,0,0
2218,0,3,1,0,5,0,0,6,21,1,0,1,17,1,0,5,1,0,4,0,6,0,9,1,1,0,2,0
2214,0,2,0,0,2,0,0,1,22,1,1,1,12,0,0,2,0,0,2,0,1,0,16,0,1,0,4,0
2207,1,2,0,0,2,0,0,1,22,1,0,1,8,0,0,2,0,0,2,0,1,0,26,1,1,0,0,0
2205,0,4,0,0,1,0,0,0,22,1,0,1,18,0,0,1,0,0,1,0,0,0,7,1,1,0,0,0
2201,0,3,0,0,9,2,0,15,22,1,0,1,5,0,0,9,2,0,5,1,15,0,4,1,1,0,0,0
2182,1,3,0,0,3,0,0,0,22,1,1,1,0,0,0,3,0,0,2,0,0,0,33,0,1,0,0,0
2181,0,3,1,0,1,0,0,3,22,1,0,1,9,1,0,1,0,0,1,0,3,0,60,1,1,0,1,0
2178,0,4,1,0,4,0,0,0,22,1,1,1,0,0,0,4,0,0,1,0,0,0,2,1,1,0,3,0
2177,1,2,0,1,6,0,0,1,28,1,0,1,32,1,0,6,1,0,6,1,1,0,7,1,1,0,0,0
2156,0,2,0,0,2,0,0,3,22,1,0,1,10,0,0,2,0,0,3,0,3,0,30,1,1,0,5,1
2150,0,3,0,0,2,0,0,8,22,1,1,1,65,0,0,2,0,0,3,0,8,0,6,1,1,0,0,0
2145,0,4,0,0,1,0,0,4,22,1,1,1,14,0,0,1,0,0,1,0,4,0,29,1,1,0,0,0
2144,0,4,0,0,5,0,0,5,22,1,0,1,8,0,0,5,1,0,7,1,5,0,31,1,1,0,0,0
2143,0,3,1,0,9,0,0,11,22,1,0,1,9,0,0,9,2,0,4,0,11,0,5,1,1,0,0,0
2136,0,3,0,0,10,0,1,26,22,1,0,1,65,0,0,10,2,0,8,2,26,0,9,1,1,0,0,0
2134,0,2,1,0,7,2,0,5,22,1,1,1,152,0,0,7,1,0,4,0,5,0,56,0,1,0,0,0
2131,1,2,0,0,6,0,0,9,51,1,1,1,2,1,0,6,1,0,4,0,9,0,36,1,1,0,0,0
2110,0,2,0,0,9,0,0,0,22,1,0,1,11,0,0,9,2,0,7,1,0,0,5,1,1,0,2,0
2103,0,2,0,0,7,0,0,0,22,1,0,1,18,0,0,7,1,0,3,0,0,0,14,1,1,0,2,0
2095,0,3,0,0,1,0,0,1,22,1,0,1,42,1,0,1,0,0,1,0,1,0,5,1,1,0,0,0
2086,0,4,0,0,4,0,0,1,22,1,0,1,118,0,0,4,0,0,3,0,1,0,22,1,1,0,0,0
2084,0,2,1,0,7,0,2,0,22,1,0,1,2,1,0,7,1,0,6,1,0,0,8,0,1,0,5,0
2083,0,2,1,0,8,0,2,5,22,1,0,1,5,1,0,8,2,0,6,1,5,0,0,1,1,0,2,0
1915,0,2,0,0,6,0,0,3,22,1,0,1,27,0,0,6,1,0,5,1,3,0,1,0,1,0,11,0
1899,0,3,0,0,8,0,0,14,22,1,0,1,54,0,0,8,2,0,5,1,14,0,14,0,1,0,0,0
1565,0,3,0,0,5,0,0,2,22,1,1,1,133,0,0,5,1,0,2,0,2,0,19,1,1,0,0,0
1739,0,1,0,1,9,0,0,1,21,1,0,1,2,1,0,9,2,0,10,2,1,0,69,1,0,0,0,0
1718,1,2,0,0,2,0,0,1,22,1,1,1,123,0,0,2,0,0,2,0,1,0,81,1,0,0,4,1
1711,0,3,0,0,6,0,0,7,22,1,0,1,21,0,0,6,1,0,2,0,7,0,21,1,1,0,0,0
1697,0,2,0,0,7,0,0,7,56,2,0,1,11,0,0,7,1,0,7,1,7,0,41,0,1,0,0,0
1694,0,6,0,0,4,0,0,23,22,1,0,1,70,0,0,4,0,0,2,0,23,0,11,0,1,0,0,0
1693,0,2,1,0,5,1,0,1,22,1,0,1,83,0,0,5,1,0,7,1,1,0,18,1,1,0,1,0
1690,1,4,1,0,6,0,0,4,22,1,0,1,31,0,0,6,1,0,2,0,4,0,12,1,1,0,3,0
1683,0,3,0,0,1,0,0,3,22,1,1,1,8,0,0,1,0,0,2,0,3,0,1,1,1,0,1,0
1680,0,2,1,0,9,0,0,0,22,1,0,1,43,1,0,9,2,0,6,1,0,0,4,1,1,0,1,0
1674,0,3,0,0,6,0,0,1,22,1,0,1,138,1,0,6,1,0,4,0,1,0,4,0,1,0,0,0
1662,0,1,1,0,6,0,0,0,22,1,1,1,2,1,0,6,1,0,9,2,0,0,29,1,1,0,0,0
1660,0,2,0,0,6,0,3,0,22,1,0,1,9,0,0,6,1,0,8,2,0,0,58,1,1,0,0,0
1651,0,3,0,1,7,3,0,24,22,1,0,1,136,1,0,7,1,0,6,1,24,0,20,1,1,0,5,1
1646,0,3,0,0,9,1,0,23,22,1,0,1,29,0,0,9,2,0,6,1,23,0,21,1,1,0,3,0
1644,0,3,0,0,7,2,0,21,22,1,0,1,65,0,0,7,1,0,3,0,21,0,5,0,1,0,0,0
1640,0,2,1,0,2,0,1,0,22,1,1,1,9,0,0,2,0,0,4,0,0,0,3,1,1,0,0,0
1639,1,3,0,0,5,0,0,7,22,1,0,1,18,0,0,5,1,0,2,0,7,0,19,1,1,0,0,0
1631,1,2,0,0,7,0,0,2,22,1,0,1,10,0,0,7,1,0,5,1,2,0,4,1,1,0,0,0
1627,1,4,1,0,1,0,0,0,22,1,1,1,13,0,0,1,0,0,1,0,0,0,18,1,1,0,1,0
1620,0,3,0,0,7,0,0,8,22,1,1,1,36,0,0,7,1,0,4,0,8,0,14,1,1,0,0,0
1617,0,2,0,0,8,1,1,13,22,1,0,1,9,0,0,8,2,0,4,0,13,0,3,0,1,0,0,0
1595,0,2,0,0,9,2,1,8,22,1,0,1,18,1,0,9,2,0,9,2,8,0,32,1,1,0,1,1
1588,0,5,0,0,1,0,0,8,22,1,0,1,5,0,0,1,0,0,1,0,8,0,9,1,1,0,0,0
1568,0,4,0,0,7,0,1,15,22,1,0,1,65,0,0,7,1,0,1,0,15,0,23,1,1,0,2,0
1735,0,3,1,0,8,0,0,7,22,1,0,1,2,1,0,8,2,0,2,0,7,0,33,0,1,0,0,0
1741,0,3,1,0,3,0,0,1,22,1,1,1,37,0,0,3,0,0,2,0,1,0,10,1,1,0,0,0
1898,0,3,1,0,5,0,0,5,42,1,0,1,21,0,0,5,1,0,3,0,5,0,24,1,1,0,0,0
1760,0,3,0,1,9,0,0,5,22,1,0,1,9,1,0,9,2,0,6,1,5,0,39,1,1,0,0,0
1886,0,2,0,0,4,0,0,2,22,1,0,1,30,1,0,4,0,0,6,1,2,0,25,1,1,0,0,0
1885,0,3,0,0,4,0,0,7,20,1,0,1,2,1,0,4,0,0,2,0,7,0,36,1,1,0,0,0
1884,0,2,0,0,2,2,0,3,22,1,0,1,10,0,0,2,0,0,4,0,3,0,0,0,1,0,0,0
1883,0,2,0,0,6,0,0,1,22,1,0,1,30,0,0,6,1,0,7,1,1,0,12,1,1,0,3,0
1877,0,3,0,0,9,0,0,19,22,1,0,1,18,0,0,9,2,0,9,2,19,0,2,0,1,0,0,0
1874,0,2,1,0,8,0,0,0,22,1,1,1,20,1,0,8,2,0,9,2,0,0,5,1,1,0,2,0
1873,0,3,1,0,1,0,0,1,20,1,0,1,4,0,0,1,0,0,1,0,1,0,6,0,1,0,0,0
1856,0,2,0,0,10,0,0,0,22,1,0,1,54,0,0,10,2,0,9,2,0,0,6,0,1,0,0,0
1854,0,3,1,0,3,0,0,5,22,1,1,1,21,0,0,3,0,0,2,0,5,0,0,1,1,0,1,0
1850,0,2,0,0,10,0,0,11,21,1,0,1,2,1,0,10,2,0,8,2,11,0,13,1,1,0,5,1
1848,0,4,0,0,4,0,0,10,22,1,1,1,29,0,0,4,0,0,2,0,10,0,38,1,1,0,1,0
1845,0,2,0,0,2,0,0,0,22,1,1,1,0,0,0,2,0,0,2,0,0,0,33,0,1,0,0,0
1810,0,4,1,0,1,0,0,1,22,1,1,1,9,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0
1807,0,3,0,0,3,0,0,8,25,1,0,1,32,0,0,3,0,0,3,0,8,0,3,0,1,0,9,0
1805,0,2,0,0,8,0,0,9,22,1,0,1,143,1,0,8,2,0,7,1,9,0,1,1,1,0,14,3
1804,0,3,1,0,4,0,0,14,19,1,0,1,80,0,0,4,0,0,1,0,14,0,35,1,1,0,0,0
1803,0,2,0,0,10,1,0,13,22,1,0,1,127,1,0,10,2,0,10,2,13,0,0,1,1,0,23,5
1797,0,6,1,0,2,0,0,6,22,1,0,1,30,0,0,2,0,0,1,0,6,0,19,1,1,0,0,0
1794,0,2,0,20,10,0,0,24,22,1,0,1,2,1,0,10,2,0,6,1,24,0,3,1,1,0,8,2
1792,0,2,0,0,4,0,0,1,22,1,0,1,132,0,0,4,0,0,3,0,1,0,11,1,1,0,11,2
1791,1,3,0,0,3,0,0,0,22,1,0,1,142,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0
1787,0,3,1,0,1,0,0,0,22,1,0,1,3,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0
1775,1,5,1,0,1,0,0,4,22,1,0,1,117,0,0,1,0,0,1,0,4,0,37,1,1,0,0,0
1042,0,3,1,0,2,0,0,2,22,1,1,1,103,0,0,2,0,0,2,0,2,0,7,0,1,0,0,0
1039,0,2,0,0,3,0,0,1,22,1,0,1,9,0,0,3,0,0,3,0,1,0,5,1,1,0,0,0
1034,0,3,0,0,10,0,0,1,22,1,1,1,12,0,0,10,2,0,5,1,1,0,5,1,1,0,1,0
359,1,2,0,0,5,0,0,0,22,1,0,1,34,0,0,5,1,0,5,1,0,0,34,1,1,0,1,0
336,1,2,0,0,8,0,0,0,22,1,0,1,47,0,0,8,2,0,7,1,0,0,24,0,1,0,0,0
334,1,2,0,0,3,0,0,1,22,1,1,1,18,0,0,3,0,0,4,0,1,0,73,1,0,0,0,0
333,1,2,1,0,4,0,0,2,22,1,1,1,5,0,0,4,0,0,4,0,2,0,4,0,1,0,3,0
320,0,2,0,0,10,0,0,0,22,1,0,1,18,0,0,10,2,0,9,2,0,0,2,1,1,0,0,0
318,0,2,0,0,10,1,0,9,22,1,0,1,9,1,0,10,2,0,10,2,9,0,7,1,1,0,2,0
315,0,4,1,0,1,0,0,0,22,1,1,1,45,0,0,1,0,0,1,0,0,0,51,1,1,0,0,0
309,0,2,0,1,8,0,1,4,44,2,1,1,10,0,0,8,2,0,10,2,4,0,26,1,1,0,0,0
303,0,3,1,0,3,0,0,1,15,1,1,1,44,1,0,3,0,0,2,0,1,0,36,1,1,0,0,0
299,0,3,0,0,4,0,0,5,22,1,0,1,8,0,0,4,0,0,2,0,5,0,15,1,1,0,4,0
294,0,3,0,0,1,0,0,3,24,1,0,1,10,0,0,1,0,0,1,0,3,0,2,1,1,0,0,0
293,0,2,0,0,8,0,0,1,22,1,1,1,44,1,0,8,2,0,6,1,1,0,37,1,1,0,0,0
292,0,2,0,0,9,0,0,0,22,1,1,1,32,0,0,9,2,0,7,1,0,0,24,1,1,0,0,0
290,0,5,1,0,2,0,0,6,3,1,0,1,43,0,0,2,0,0,1,0,6,0,37,1,1,0,0,0
288,0,2,0,0,4,0,0,3,44,1,1,1,42,1,0,4,0,0,3,0,3,0,26,1,1,0,0,0
278,0,2,0,0,10,1,1,3,22,1,1,1,9,0,0,10,2,0,7,1,3,0,0,1,1,0,0,0
277,0,3,0,0,7,0,0,11,22,1,0,1,21,0,0,7,1,0,6,1,11,0,17,1,1,0,0,0
276,0,2,1,0,6,0,0,0,22,1,0,1,25,1,0,6,1,0,7,1,0,0,19,1,1,0,16,3
264,0,3,0,0,6,0,0,2,22,1,0,1,6,0,0,6,1,0,5,1,2,0,4,1,1,0,1,0
263,0,2,0,0,8,0,0,1,22,1,0,1,41,1,0,8,2,0,7,1,1,0,9,1,1,0,8,1
260,1,2,1,0,5,0,4,5,22,1,0,1,21,0,0,5,1,0,7,1,5,0,54,1,1,0,0,0
259,0,2,0,0,6,0,1,1,22,1,0,1,10,0,0,6,1,0,4,0,1,0,7,1,1,0,0,0
257,0,2,0,0,2,0,0,3,19,1,1,1,29,0,0,2,0,0,3,0,3,0,32,1,1,0,0,0
255,0,2,0,0,9,0,0,3,34,1,1,1,30,1,0,9,2,0,9,2,3,0,2,1,1,0,0,0
